game_name,game iter,trial_no,tool,posx,posy
catapult,11,4,obj1,287.62037705117484,307.50412683902096
catapult,11,5,obj1,182.0,276.0
catapult,11,6,obj3,183.0,531.0
catapult,11,7,obj1,174.0,200.0
catapult,11,8,obj1,302.07647170139796,289.57357932356615
catapult,11,9,obj3,191.0,508.0
catapult,11,10,obj1,289.8813426080892,296.70550481341786
catapult,11,11,obj1,299.35225240245245,295.04230522535437
catapult,12,1,obj1,313.57311617079074,294.19584549175426
catapult,12,2,obj1,305.1392420259195,309.70471907462826
catapult,12,3,obj1,288.8854606927091,298.37620850913623
catapult,12,4,obj1,293.8598438162775,292.21388933060535
catapult,12,5,obj1,304.53384120178873,338.2768491244286
catapult,12,6,obj1,313.3235752925667,311.3579670565792
catapult,12,7,obj1,317.7875489420597,312.278596208817
catapult,12,8,obj1,166.0,368.0
catapult,12,9,obj1,305.24192077582734,331.766501207857
catapult,12,10,obj1,284.73178300771303,305.2482334432586
catapult,12,11,obj3,177.0,316.0
catapult,13,1,obj1,302.3685717407161,302.65230991076805
catapult,13,2,obj1,296.84022261105173,315.86655043905
catapult,13,3,obj1,308.41902279780294,284.0960653530139
catapult,13,4,obj1,317.8402781036491,309.8873933461638
catapult,13,5,obj3,436.0,269.0
catapult,13,6,obj1,229.0,311.0
catapult,13,7,obj1,315.6886005204923,299.5306098534502
catapult,13,8,obj1,171.0,371.0
catapult,13,9,obj1,281.7913385731933,304.1824773900599
catapult,13,10,obj1,307.0026546158151,300.7918447116556
catapult,13,11,obj1,289.71348028136725,281.6708868391421
catapult,14,1,obj2,378.0,339.0
catapult,14,2,obj1,165.0,426.0
catapult,14,3,obj1,301.8758699909041,300.70802465081437
catapult,14,4,obj1,302.0424184937661,284.1852780824316
catapult,14,5,obj1,393.0,278.0
catapult,14,6,obj1,307.1803863941918,320.5927669527352
catapult,14,7,obj1,209.0,239.0
catapult,14,8,obj2,436.0,355.0
catapult,14,9,obj1,335.0037661753003,300.82176129254657
catapult,14,10,obj3,203.0,319.0
catapult,14,11,obj1,299.6037294262696,308.4677005879846
catapult,15,1,obj2,416.0,267.0
catapult,15,2,obj1,326.65499028465604,281.7791045681223
catapult,15,3,obj1,304.73282841825346,310.0394589330427
catapult,15,4,obj1,310.63913933422697,296.6658670730565
catapult,15,5,obj1,315.7005161826096,303.25598742735815
catapult,15,6,obj1,312.34474839006003,301.3841614358509
catapult,15,7,obj1,307.98434349572705,311.2794467052077
catapult,15,8,obj2,225.0,447.0
catapult,15,9,obj1,230.0,26.0
catapult,15,10,obj1,311.3800154564442,290.35173915489463
catapult,15,11,obj3,423.0,256.0
catapult,16,1,obj1,319.81154476663835,307.2104255774218
catapult,16,2,obj1,299.13825123837205,300.0969155533782
catapult,16,3,obj2,209.0,482.0
catapult,16,4,obj1,293.97418741343637,294.3325068909772
catapult,16,5,obj1,194.0,215.0
catapult,16,6,obj1,299.3938133420416,304.4383578227178
catapult,16,7,obj1,285.6479097598694,306.70305055428355
catapult,16,8,obj1,297.4424496607684,308.5936264147984
catapult,16,9,obj1,282.56730322024697,310.82720751351786
catapult,16,10,obj1,317.03547976158944,302.9928185770292
catapult,16,11,obj1,311.9230113257514,309.86068161404745
catapult,17,1,obj3,399.0,391.0
catapult,17,2,obj2,400.0,313.0
catapult,18,1,obj1,311.21929068769936,306.82241877761965
catapult,18,2,obj3,421.0,201.0
catapult,18,3,obj1,388.0,248.0
catapult,18,4,obj1,291.0190970224955,314.0244449171547
catapult,18,5,obj1,299.6781192355344,306.50130449987836
catapult,18,6,obj1,300.3346106047634,306.8854249496834
catapult,18,7,obj1,304.36958901667447,262.2515399882466
catapult,18,8,obj1,283.0,279.0
catapult,18,9,obj2,207.0,462.0
catapult,18,10,obj1,282.30196041877366,314.0142923220722
catapult,18,11,obj1,203.0,380.0
catapult,19,1,obj1,303.88347254076984,263.81046054857165
catapult,19,2,obj1,174.0,313.0
catapult,19,3,obj2,174.0,239.0
catapult,19,4,obj1,309.01056841425316,288.9165533694384
catapult,19,5,obj2,430.0,214.0
catapult,19,6,obj1,427.0,35.0
catapult,19,7,obj1,296.51147080742373,316.94472019189345
catapult,19,8,obj1,315.57721431399636,309.94119256545827
catapult,19,9,obj1,155.0,325.0
catapult,19,10,obj1,319.8395537110684,312.0457777049619
catapult,19,11,obj1,313.31550105450066,303.3863370662341
catapult,20,1,obj1,171.0,238.0
catapult,20,2,obj1,321.07959112223773,308.2737868080161
catapult,20,3,obj1,284.12257403851316,291.1586624363702
catapult,20,4,obj3,335.0,183.0
catapult,20,5,obj1,402.0,221.0
catapult,20,6,obj1,304.45636039579085,314.71214292962
catapult,20,7,obj2,369.0,279.0
catapult,20,8,obj1,294.12451906774015,302.6696959784539
catapult,20,9,obj2,334.0,333.0
catapult,20,10,obj1,310.53176069704926,306.107653679916
catapult,20,11,obj1,299.43923449889303,288.08630869184543
catapult,21,1,obj1,302.0912091669881,303.6117219245187
catapult,21,2,obj1,301.03042305113877,318.104221342694
catapult,21,3,obj2,382.0,164.0
catapult,21,4,obj1,305.82189989627585,264.8904203738104
catapult,21,5,obj1,283.2072331489833,301.1715292345149
catapult,21,6,obj1,292.6696218605642,299.6665727397836
catapult,21,7,obj3,385.0,406.0
catapult,21,8,obj1,193.0,239.0
catapult,21,9,obj1,297.3053465257463,324.09087948194866
catapult,21,10,obj1,286.3863369531401,276.182143170683
catapult,21,11,obj1,296.75585728145415,286.65961419806075
catapult,22,1,obj1,300.38812240998107,293.87960076269644
catapult,22,2,obj2,138.0,376.0
catapult,22,3,obj1,279.7395705187624,295.1329877821124
catapult,22,4,obj1,286.59634573588596,304.7750773262926
catapult,22,5,obj2,217.0,392.0
catapult,22,6,obj1,311.778272241756,309.9309473264813
catapult,22,7,obj1,287.4394646728237,283.98423629876305
catapult,22,8,obj1,313.1354943773474,291.3524761630268
catapult,22,9,obj1,305.0690292823423,301.42126626218106
catapult,22,10,obj1,296.4286518353499,283.0224234175668
catapult,22,11,obj1,308.6789740324077,279.5894710657513
catapult,23,1,obj1,313.24753671856354,302.75281225694937
catapult,23,2,obj1,298.0090176324714,307.7630772686146
catapult,23,3,obj1,297.90392136199495,264.92436625200264
catapult,23,4,obj1,409.0,272.0
catapult,23,5,obj1,287.6256086750477,301.1615174303056
catapult,23,6,obj2,326.0,431.0
catapult,23,7,obj1,314.6642543527172,278.3644787325627
catapult,23,8,obj2,419.0,158.0
catapult,23,9,obj1,289.46366781707775,274.4616016124536
catapult,23,10,obj3,372.0,214.0
catapult,23,11,obj3,149.0,326.0
catapult,24,1,obj1,299.5168272939821,300.19003534030287
catapult,24,2,obj1,297.056425748808,283.5020756285895
catapult,24,3,obj1,293.82521553479955,310.7868335933703
catapult,24,4,obj1,163.0,182.0
catapult,24,5,obj1,301.4539267859751,306.5446506504972
catapult,24,6,obj3,326.0,198.0
catapult,24,7,obj1,301.7883966696788,277.9898248566973
catapult,24,8,obj1,213.0,27.0
catapult,24,9,obj1,312.5693583298675,298.27791599263685
catapult,24,10,obj3,170.0,291.0
catapult,24,11,obj1,313.0226373388098,300.4603601183685
catapult,25,1,obj1,317.4053797447324,328.0110583417878
catapult,25,2,obj1,304.34522439849036,300.8238274937373
catapult,25,3,obj2,433.0,385.0
catapult,26,1,obj3,323.0,183.0
catapult,26,2,obj1,316.168095680375,292.18321602529386
catapult,26,3,obj1,304.73418202154744,303.14462008149934
catapult,26,4,obj1,279.05984717663824,294.976979084242
catapult,26,5,obj1,318.04979259037935,288.8224106849401
catapult,26,6,obj1,319.36891766256804,269.2993495180701
catapult,26,7,obj1,224.0,25.0
catapult,26,8,obj1,302.922771255507,268.5723458174512
catapult,26,9,obj1,314.9847741548397,313.7072418426817
catapult,26,10,obj1,302.9591414494537,275.56727624384615
catapult,26,11,obj1,300.0110388010436,307.46410468929054
catapult,27,1,obj3,434.0,468.0
catapult,27,2,obj1,303.067931264398,302.1978302865032
catapult,27,3,obj1,307.7332936589461,292.7852458202178
catapult,27,4,obj2,425.0,157.0
catapult,27,5,obj1,306.4367797601483,308.9125020683038
catapult,27,6,obj2,150.0,272.0
catapult,27,7,obj1,289.6193142110781,294.32156885391134
catapult,27,8,obj3,138.0,527.0
catapult,27,9,obj2,346.0,394.0
catapult,27,10,obj3,347.0,318.0
catapult,27,11,obj3,200.0,191.0
catapult,28,1,obj1,320.9043559403509,291.59422482014963
catapult,28,2,obj2,380.0,176.0
catapult,28,3,obj1,296.1338110682429,285.6875933356537
catapult,28,4,obj1,196.0,370.0
catapult,28,5,obj1,303.2084674050004,305.4978032836835
catapult,28,6,obj3,423.0,468.0
catapult,28,7,obj1,281.06503205392886,301.06733881957365
catapult,28,8,obj1,282.8470304049466,310.3597232308308
catapult,28,9,obj2,370.0,443.0
catapult,29,1,obj2,439.0,432.0
catapult,29,2,obj1,319.5528188111032,307.2272362277479
catapult,29,3,obj1,306.32903383383757,290.12588712313453
catapult,29,4,obj1,306.2422109155693,297.49469168795326
catapult,29,5,obj3,220.0,396.0
catapult,29,6,obj1,305.8065912690893,323.2505659819802
catapult,29,7,obj2,188.0,530.0
catapult,29,8,obj3,218.0,363.0
catapult,29,9,obj1,298.39235541159104,290.33831131787736
catapult,29,10,obj1,429.0,349.0
catapult,29,11,obj1,305.73261149988974,299.61548710444964
catapult,30,1,obj3,169.0,162.0
catapult,30,2,obj1,292.5343635327845,292.0066125647513
catapult,30,3,obj1,320.843041478232,309.2080146806536
catapult,30,4,obj3,211.0,216.0
catapult,30,5,obj1,299.8174990155142,306.42034467218286
catapult,30,6,obj1,297.7434334238113,270.38591179488117
catapult,30,7,obj1,296.0365878746817,325.2221793879138
catapult,30,8,obj2,297.0,262.0
catapult,30,9,obj1,291.67131311298976,283.0133383558747
catapult,30,10,obj1,431.0,325.0
catapult,30,11,obj1,302.6408867099987,287.77342977204955
catapult,31,1,obj1,295.5755207828905,310.9538225686355
catapult,31,2,obj1,293.4856032583322,305.2230023095716
catapult,31,3,obj1,310.4003138138036,292.65589047811955
catapult,31,4,obj2,403.0,276.0
catapult,31,5,obj1,174.0,262.0
catapult,31,6,obj1,304.9360759389295,292.9162963665078
catapult,31,7,obj1,179.0,330.0
catapult,31,8,obj1,302.0162498281554,289.89309791244654
catapult,31,9,obj3,206.0,466.0
catapult,31,10,obj3,231.0,408.0
catapult,31,11,obj1,290.537327898584,308.09782620566006
catapult,32,1,obj1,278.31717823042766,277.65717488850004
catapult,32,2,obj1,296.7314390866866,298.9121288263613
catapult,32,3,obj1,289.44800956055434,304.13774347422856
catapult,32,4,obj1,297.09358966067373,287.14889151588295
catapult,32,5,obj1,386.0,344.0
catapult,32,6,obj1,306.5583010595519,308.088004221611
catapult,32,7,obj1,312.7660189903446,282.91721252648404
catapult,32,8,obj1,291.1690301120719,315.61453576563986
catapult,32,9,obj1,233.0,277.0
catapult,32,10,obj1,312.9584538338668,313.86937451374524
catapult,32,11,obj1,306.722380128675,307.1347470060192
catapult,33,1,obj1,297.13359825090333,320.6882150115573
catapult,33,2,obj3,292.0,560.0
catapult,33,3,obj3,307.0,483.0
catapult,33,4,obj3,388.0,403.0
catapult,33,5,obj1,295.24733396918344,299.97451810188363
catapult,33,6,obj3,426.0,125.0
catapult,33,7,obj1,283.7889296347982,315.0910064679322
catapult,33,8,obj1,285.4230555760643,292.02974630822115
catapult,33,9,obj3,140.0,404.0
catapult,33,10,obj1,178.0,407.0
catapult,33,11,obj1,296.2573184821875,309.42100068147795
catapult,34,1,obj1,291.66832930970105,295.9831453330659
catapult,34,2,obj2,204.0,187.0
catapult,34,3,obj3,177.0,274.0
catapult,34,4,obj1,306.4116809218037,293.0969105169654
catapult,34,5,obj1,280.38539713489877,294.2457760553406
catapult,34,6,obj1,298.8818301213349,302.8344622258784
catapult,34,7,obj1,315.49401775185834,309.05171277735417
catapult,34,8,obj1,200.0,366.0
catapult,34,9,obj1,306.2709823635928,323.535976297461
catapult,34,10,obj1,287.41486208967603,264.9016895664736
catapult,34,11,obj3,221.0,315.0
catapult,35,1,obj1,311.6091674774798,288.35326900143673
catapult,35,2,obj2,219.0,454.0
catapult,35,3,obj1,309.4144381661582,304.9002303911734
catapult,35,4,obj2,137.0,255.0
catapult,35,5,obj1,299.8477107999662,294.4203268915038
catapult,35,6,obj1,294.05727645175534,297.83949851857113
catapult,35,7,obj1,290.46158032616154,304.8046193680539
catapult,35,8,obj1,312.38298717428404,298.173771637319
catapult,35,9,obj3,223.0,57.0
catapult,35,10,obj1,203.0,353.0
catapult,35,11,obj1,309.9141308016974,331.79836334931065
catapult,36,1,obj1,290.77133814745105,311.7165256498158
catapult,36,2,obj1,294.3339983862095,302.09254666429183
catapult,36,3,obj1,302.75867556342064,297.94469185856207
catapult,36,4,obj3,411.0,224.0
catapult,36,5,obj1,312.8620264641877,301.38734897508385
catapult,36,6,obj1,396.0,406.0
catapult,36,7,obj1,305.4333415306712,295.7264189234798
catapult,36,8,obj1,308.9423162306249,305.0617452333026
catapult,36,9,obj2,208.0,487.0
catapult,36,10,obj3,326.0,189.0
catapult,36,11,obj1,306.8127268760891,311.3612891926434
catapult,37,1,obj1,299.5076457476058,305.27958278258023
catapult,37,2,obj1,168.0,229.0
catapult,37,3,obj1,303.2704521412414,319.03927555220855
catapult,37,4,obj1,294.942298300645,298.0081762321283
catapult,37,5,obj1,298.6519770919871,294.5894950121113
catapult,37,6,obj1,299.57039143189644,308.4532989113797
catapult,37,7,obj1,196.0,175.0
catapult,37,8,obj1,315.9334515112331,299.06018265844574
catapult,37,9,obj1,294.6499210701359,299.87205012951415
catapult,37,10,obj3,287.0,217.0
catapult,37,11,obj1,302.21842976649594,318.86255075576565
catapult,38,1,obj1,289.5531977252611,285.45126267778267
catapult,38,2,obj1,309.53573975245496,283.36146135173027
catapult,38,3,obj2,189.0,561.0
catapult,38,4,obj1,303.5784579902022,296.74155652812544
catapult,38,5,obj1,185.0,145.0
catapult,38,6,obj3,167.0,244.0
catapult,38,7,obj2,414.0,494.0
catapult,39,1,obj1,297.272432594826,307.6551292811581
catapult,39,2,obj2,414.0,353.0
catapult,40,1,obj1,300.23281922914066,296.1972342108976
catapult,40,2,obj1,295.04221398700594,301.72866622114407
catapult,40,3,obj1,308.4014092185069,290.13080631905046
catapult,40,4,obj1,169.0,225.0
catapult,40,5,obj1,215.0,445.0
catapult,40,6,obj1,299.1517613809317,293.4793832892221
catapult,40,7,obj2,231.0,367.0
catapult,40,8,obj1,310.69465698309796,278.495847549513
catapult,40,9,obj1,291.26349531398427,335.47005835237155
catapult,40,10,obj2,169.0,239.0
catapult,40,11,obj1,315.8139290666793,286.06535268421356
catapult,41,1,obj1,304.65058427190644,292.8250066366244
catapult,41,2,obj1,307.1280323228331,302.2999727755784
catapult,41,3,obj2,195.0,259.0
catapult,41,4,obj2,423.0,353.0
catapult,42,1,obj3,231.0,44.0
catapult,42,2,obj1,322.1244211305096,311.12755595896203
catapult,42,3,obj1,290.30140320356617,330.3273664482082
catapult,42,4,obj1,292.0142934317568,322.2238779070879
catapult,42,5,obj1,307.77022089155133,321.517890354564
catapult,42,6,obj1,291.34655884978434,302.5792956895629
catapult,42,7,obj2,192.0,383.0
catapult,42,8,obj1,301.40137011200187,312.42383992798756
catapult,42,9,obj1,306.89939878182236,287.8478006064057
catapult,42,10,obj1,319.23757144187744,311.3475882587894
catapult,42,11,obj1,299.8418040392046,297.87734136843244
catapult,43,1,obj3,177.0,145.0
catapult,43,2,obj2,397.0,384.0
catapult,44,1,obj1,307.6422433005009,308.41534526002164
catapult,44,2,obj1,301.6403220327751,307.56939945967014
catapult,44,3,obj2,181.0,358.0
catapult,44,4,obj1,306.17424072281216,313.19664347158357
catapult,44,5,obj1,296.27305160665406,299.6714561983516
catapult,44,6,obj2,415.0,226.0
catapult,44,7,obj1,294.7277451721152,298.6009073886594
catapult,44,8,obj1,302.4534391659425,306.0154442265677
catapult,44,9,obj1,178.0,564.0
catapult,44,10,obj1,308.0855118576384,304.72975164876374
catapult,44,11,obj1,316.1685363636185,295.4626286943117
catapult,45,1,obj1,321.8443913822864,284.6754610143943
catapult,45,2,obj1,280.97358377224793,283.01540383214416
catapult,45,3,obj1,313.8239654012007,301.83011516569786
catapult,45,4,obj1,284.2070459067952,302.0036382503373
catapult,45,5,obj3,373.0,46.0
catapult,45,6,obj1,295.65827665472716,287.66600540209834
catapult,45,7,obj2,417.0,401.0
catapult,46,1,obj2,171.0,246.0
catapult,46,2,obj1,283.33548509608414,320.03768378792125
catapult,46,3,obj1,315.40867082322586,284.5737526690643
catapult,46,4,obj3,441.0,281.0
catapult,46,5,obj1,334.765649386168,297.42903222564564
catapult,46,6,obj2,374.0,206.0
catapult,46,7,obj1,316.3791551265247,295.82108864759556
catapult,46,8,obj1,309.53584967727943,305.64665318135326
catapult,46,9,obj1,296.09989741875125,310.7317912888237
catapult,46,10,obj3,200.0,493.0
catapult,46,11,obj1,305.02288050386727,267.6249851094508
catapult,47,1,obj3,159.0,349.0
catapult,47,2,obj1,288.63296479198056,301.08736178862415
catapult,47,3,obj3,175.0,304.0
catapult,47,4,obj1,286.20291285780155,297.4754246737312
catapult,47,5,obj1,283.6299568409121,299.260132782381
catapult,47,6,obj1,310.0332505181085,298.5227144502832
catapult,47,7,obj1,286.77261437704533,304.84293042600495
catapult,47,8,obj2,185.0,200.0
catapult,47,9,obj1,306.34577536367334,288.3794554829178
catapult,47,10,obj1,325.01486467214835,304.5223138485895
catapult,47,11,obj1,296.6889646424375,286.6842256332412
catapult,48,1,obj1,296.72764269276917,316.5764948345219
catapult,48,2,obj1,386.0,292.0
catapult,48,3,obj1,299.41590077926406,300.7551799895028
catapult,48,4,obj1,320.3914331114658,296.2148894116152
catapult,48,5,obj1,303.92328279524185,309.7684736448293
catapult,48,6,obj1,298.8434185923577,298.09439281220443
catapult,48,7,obj2,188.0,260.0
catapult,48,8,obj1,332.34749225137784,301.5431567660865
catapult,48,9,obj3,187.0,355.0
catapult,48,10,obj2,366.0,343.0
catapult,48,11,obj1,178.0,285.0
catapult,49,1,obj1,305.11843749103224,311.7245095178443
catapult,49,2,obj1,316.7974142303188,306.2590951668412
catapult,49,3,obj1,297.4779369214821,299.69224765995995
catapult,49,4,obj3,189.0,321.0
catapult,49,5,obj1,298.4377809881994,308.9568349111437
catapult,49,6,obj1,298.4837983398473,296.57186231649786
catapult,49,7,obj1,440.0,53.0
catapult,49,8,obj1,301.95113010439707,300.2657340420494
catapult,49,9,obj1,384.0,228.0
catapult,49,10,obj1,281.81541774409334,306.55318745189305
catapult,49,11,obj1,294.544200754993,310.2646165863757
catapult,50,1,obj1,285.60903642309,297.25614136175176
catapult,50,2,obj1,292.68465250753997,269.12739701783863
catapult,50,3,obj1,300.4729933111399,316.9598640470305
catapult,50,4,obj3,189.0,537.0
catapult,50,5,obj1,182.0,313.0
catapult,50,6,obj1,316.6767786755633,286.6270120349363
catapult,50,7,obj1,299.9840664411498,309.9983518930446
catapult,50,8,obj1,317.6580118700009,321.2519452451574
catapult,50,9,obj1,312.5755517197591,243.66916443142273
catapult,50,10,obj1,319.95598033365536,279.1048956860718
catapult,50,11,obj3,208.0,471.0
catapult,51,1,obj1,422.0,466.0
catapult,51,2,obj2,385.0,210.0
catapult,51,3,obj1,295.53304938017897,292.6703088465973
catapult,51,4,obj1,322.121587835666,301.3530307700934
catapult,51,5,obj1,308.0839984070215,305.5553901444053
catapult,51,6,obj1,296.5061893872512,310.3757074507432
catapult,51,7,obj1,307.91679715815,296.854830929389
catapult,51,8,obj2,345.0,379.0
catapult,51,9,obj1,294.3945896347846,291.5204808079602
catapult,51,10,obj1,327.49918511999243,298.9683011517692
catapult,51,11,obj1,305.04272122295333,290.6072027123332
catapult,52,1,obj1,309.61939837430265,305.04213290362424
catapult,52,2,obj1,309.98531878176686,305.6975172920232
catapult,52,3,obj2,187.0,218.0
catapult,52,4,obj2,423.0,141.0
catapult,52,5,obj1,304.72398484241864,318.68842705526873
catapult,52,6,obj1,278.3423089412741,331.5217855716695
catapult,52,7,obj1,311.39426071846395,301.4952872586513
catapult,52,8,obj1,305.7691639855054,324.7090237071963
catapult,52,9,obj1,284.483319332561,284.68726983615414
catapult,52,10,obj1,314.7750866107909,280.27564894009635
catapult,52,11,obj1,304.5608158882312,298.3095054525276
catapult,53,1,obj1,291.72158528229454,290.30055823475396
catapult,53,2,obj1,290.84866482711305,304.0308076759867
catapult,53,3,obj1,299.4497791014064,315.5829064801592
catapult,53,4,obj1,301.77424145313915,282.440644680994
catapult,53,5,obj1,292.6575541232393,289.06226666865183
catapult,53,6,obj1,310.946096919334,322.22384943464243
catapult,53,7,obj1,309.23319710563135,326.57208035475526
catapult,53,8,obj3,381.0,528.0
catapult,53,9,obj3,179.0,261.0
catapult,53,10,obj1,293.7222695991164,291.65272266351343
catapult,53,11,obj1,293.5222855947152,314.63959506182033
catapult,54,1,obj1,292.1767834649227,307.6809898368559
catapult,54,2,obj1,277.89378670961753,298.88266811769495
catapult,54,3,obj1,221.0,250.0
catapult,54,4,obj1,301.6786437496375,305.4873724096287
catapult,54,5,obj1,315.1537421597081,294.9604118435705
catapult,54,6,obj2,143.0,257.0
catapult,54,7,obj1,274.6162266528575,291.22368847026416
catapult,54,8,obj1,328.8513838950424,292.78259060195916
catapult,54,9,obj1,318.7702623853996,324.4245340072969
catapult,54,10,obj1,316.0649364790812,293.0145001896787
catapult,54,11,obj1,170.0,246.0
catapult,55,1,obj1,304.41070888016645,305.9342936452092
catapult,55,2,obj1,295.8289614093359,304.54157615930177
catapult,55,3,obj1,293.3833652936165,307.2106808009436
catapult,55,4,obj3,231.0,20.0
catapult,55,5,obj1,311.3984748870381,301.55830717678367
catapult,55,6,obj1,316.08730204459795,294.18254805407827
catapult,55,7,obj1,319.3971427496797,298.17266930856846
catapult,55,8,obj1,301.701642541963,288.62676286310705
catapult,55,9,obj3,218.0,205.0
catapult,55,10,obj1,313.4010118460286,291.7006482399375
catapult,55,11,obj1,281.23796977912247,293.8734224400818
